City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Abu Dhabi,AE,2021-09-17 21:44:12,24.4667,54.3667,91.31,66,23,5.73
298,Sao Joao Da Barra,BR,2021-09-17 21:44:13,-21.6403,-41.0511,71.13,91,70,5.7
299,Okato,NZ,2021-09-17 21:44:13,-39.2,173.8833,49.42,50,4,4.34
300,Valdivia,CL,2021-09-17 21:44:13,-39.8142,-73.2459,50.49,79,39,3.15
301,Normandin,CA,2021-09-17 21:44:14,48.8333,-72.5321,71.6,54,1,8.77
302,Crestview,US,2021-09-17 21:44:14,30.7621,-86.5705,81.77,91,100,6.53
303,Ukiah,US,2021-09-17 21:44:14,39.1502,-123.2078,93.52,30,0,8.1
304,Machakos,KE,2021-09-17 21:44:15,-1.5167,37.2667,60.33,75,58,3.15
305,Havre-Saint-Pierre,CA,2021-09-17 21:44:15,50.2334,-63.5986,56.79,80,15,8.21
306,Strezhevoy,RU,2021-09-17 21:44:15,60.7333,77.5889,41.79,94,100,8.41
307,Paris,FR,2021-09-17 21:44:06,48.8534,2.3488,65.1,80,10,4.76
308,Ojinaga,MX,2021-09-17 21:44:16,29.5667,-104.4167,102.42,15,2,1.05
309,Kodiak,US,2021-09-17 21:44:16,57.79,-152.4072,52.99,74,31,8.75
310,Cap Malheureux,MU,2021-09-17 21:44:17,-19.9842,57.6142,72.46,84,45,1.99
311,Wakefield,GB,2021-09-17 21:40:41,53.6809,-1.499,61.77,55,74,4.34
312,Geraldton,AU,2021-09-17 21:44:17,-28.7667,114.6,51.6,73,0,8.25
313,Saint Anthony,US,2021-09-17 21:42:18,45.0205,-93.218,74.17,36,0,7.0
314,Gualaco,HN,2021-09-17 21:44:18,15.05,-86.05,85.37,45,13,7.07
315,Saskylakh,RU,2021-09-17 21:44:18,71.9167,114.0833,30.45,91,99,8.84
316,Camacha,PT,2021-09-17 21:44:18,33.0833,-16.3333,71.53,77,93,18.05
317,Lebu,CL,2021-09-17 21:44:19,-37.6167,-73.65,52.2,87,98,10.16
318,Evensk,RU,2021-09-17 21:44:19,61.95,159.2333,46.98,89,100,5.99
319,Ocean City,US,2021-09-17 21:44:19,39.2776,-74.5746,77.02,86,46,11.01
320,Korem,ET,2021-09-17 21:44:20,12.5058,39.5228,57.38,53,4,3.62
321,Launceston,AU,2021-09-17 21:44:20,-41.45,147.1667,51.8,92,81,1.99
322,Christchurch,NZ,2021-09-17 21:40:46,-43.5333,172.6333,48.33,62,7,8.52
323,Waipawa,NZ,2021-09-17 21:44:20,-41.4122,175.5153,49.3,76,99,3.33
324,Banloc,RO,2021-09-17 21:44:21,45.3836,21.1381,65.1,74,100,6.67
325,Tubalan,PH,2021-09-17 21:44:21,6.495,125.5661,78.1,84,100,5.32
326,Kenai,US,2021-09-17 21:40:03,60.5544,-151.2583,56.03,85,70,5.32
327,Longyearbyen,SJ,2021-09-17 21:41:33,78.2186,15.6401,41.41,88,98,6.73
328,Stephenville Crossing,CA,2021-09-17 21:44:22,48.5,-58.4318,59.22,86,76,5.5
329,Gambela,ET,2021-09-17 21:44:22,8.25,34.5833,70.97,98,100,3.74
330,La Ronge,CA,2021-09-17 21:44:23,55.1001,-105.2842,45.79,74,100,4.59
331,Thinadhoo,MV,2021-09-17 21:44:23,0.5333,72.9333,82.87,72,99,5.26
332,Clyde River,CA,2021-09-17 21:44:07,70.4692,-68.5914,30.69,69,87,0.56
333,Milazzo,IT,2021-09-17 21:44:24,38.2212,15.2383,82.99,44,71,5.01
334,Rawson,AR,2021-09-17 21:44:24,-43.3002,-65.1023,62.11,36,70,6.22
335,Lundazi,ZM,2021-09-17 21:44:25,-12.2929,33.1782,70.25,40,6,6.67
336,Sisimiut,GL,2021-09-17 21:44:25,66.9395,-53.6735,34.77,52,1,8.05
337,Ilulissat,GL,2021-09-17 21:44:04,69.2167,-51.1,16.68,70,6,5.14
338,Salalah,OM,2021-09-17 21:44:26,17.0151,54.0924,79.83,88,71,4.27
339,Jiayuguan,CN,2021-09-17 21:44:26,39.8167,98.3,62.76,32,35,3.02
340,Fergus Falls,US,2021-09-17 21:44:26,46.283,-96.0776,69.19,32,0,10.76
341,Aranos,NA,2021-09-17 21:44:27,-24.1333,19.1167,58.57,19,1,10.74
342,Paramonga,PE,2021-09-17 21:44:27,-10.6667,-77.8333,63.77,78,50,11.43
343,Bandarbeyla,SO,2021-09-17 21:40:16,9.4942,50.8122,77.72,84,73,20.76
344,Ponta Do Sol,PT,2021-09-17 21:40:08,32.6667,-17.1,75.0,76,3,2.66
345,Hualmay,PE,2021-09-17 21:44:27,-11.0964,-77.6139,64.53,74,63,12.33
346,Monrovia,LR,2021-09-17 21:44:28,6.3005,-10.7969,77.81,83,100,7.11
347,Hohhot,CN,2021-09-17 21:44:28,40.8106,111.6522,60.53,44,100,4.63
348,Hamilton,US,2021-09-17 21:44:28,39.1834,-84.5333,89.26,61,24,2.51
349,Abiramam,IN,2021-09-17 21:44:29,9.4667,78.45,84.85,65,100,3.78
350,Leh,IN,2021-09-17 21:44:29,34.1667,77.5833,55.27,28,0,4.9
351,Kurchum,KZ,2021-09-17 21:44:30,48.5722,83.6542,61.14,29,100,6.31
352,Haverfordwest,GB,2021-09-17 21:44:30,51.8017,-4.9691,59.81,94,100,1.34
353,Nancha,CN,2021-09-17 21:44:30,47.1333,129.2667,55.56,98,98,2.77
354,Brownsville,US,2021-09-17 21:44:31,25.9018,-97.4975,96.89,62,100,5.99
355,Ozernovskiy,RU,2021-09-17 21:44:31,51.5,156.5167,51.08,74,34,5.53
356,Kavaratti,IN,2021-09-17 21:44:31,10.5669,72.642,80.71,81,61,9.17
357,Mizque,BO,2021-09-17 21:44:32,-17.941,-65.3402,71.44,52,7,8.14
358,Tutoia,BR,2021-09-17 21:44:32,-2.7619,-42.2744,80.2,78,61,10.29
359,Pevek,RU,2021-09-17 21:44:32,69.7008,170.3133,32.68,100,100,1.99
360,Ulaangom,MN,2021-09-17 21:44:33,49.9811,92.0667,51.04,43,20,2.06
361,Baykit,RU,2021-09-17 21:44:33,61.67,96.37,39.15,89,99,3.94
362,Tasikmalaya,ID,2021-09-17 21:44:34,-7.3274,108.2207,70.05,98,63,1.16
363,Hay River,CA,2021-09-17 21:44:34,60.8156,-115.7999,52.84,57,100,9.62
364,Champerico,GT,2021-09-17 21:44:34,14.3,-91.9167,83.35,74,100,4.41
365,Eureka,US,2021-09-17 21:44:34,40.8021,-124.1637,79.66,60,96,3.0
366,Pihuamo,MX,2021-09-17 21:44:35,19.2499,-103.3828,78.24,90,98,4.12
367,Kaitangata,NZ,2021-09-17 21:44:35,-46.2817,169.8464,45.48,55,13,7.74
368,Khani,GE,2021-09-17 21:44:35,41.9563,42.9566,56.39,97,100,1.36
369,Ofaqim,IL,2021-09-17 21:44:36,31.3141,34.6203,75.74,68,0,5.08
370,Lavrentiya,RU,2021-09-17 21:41:55,65.5833,-171.0,38.86,69,99,9.6
371,Zhigansk,RU,2021-09-17 21:44:31,66.7697,123.3711,38.71,85,100,13.2
372,Kurumkan,RU,2021-09-17 21:44:36,54.3,110.3,39.96,64,88,3.38
373,Lososina,RU,2021-09-17 21:44:36,48.9975,140.3106,57.13,72,72,6.98
374,Tilichiki,RU,2021-09-17 21:44:37,60.4667,166.1,48.47,73,100,4.36
375,Fez,MA,2021-09-17 21:44:37,34.0372,-4.9998,74.1,56,0,7.14
376,Havelock,US,2021-09-17 21:44:38,34.8791,-76.9013,78.98,94,78,6.62
377,Den Helder,NL,2021-09-17 21:44:38,52.9599,4.7593,58.98,93,100,1.01
378,Agadir,MA,2021-09-17 21:44:38,30.4202,-9.5982,69.91,84,0,7.76
379,Souillac,MU,2021-09-17 21:44:22,-20.5167,57.5167,72.36,84,36,4.9
380,Mount Gambier,AU,2021-09-17 21:44:39,-37.8333,140.7667,47.48,82,68,16.58
381,Raudeberg,NO,2021-09-17 21:44:39,61.9875,5.1352,52.86,80,100,1.01
382,Foumban,CM,2021-09-17 21:44:39,5.7291,10.9001,62.11,85,96,3.36
383,Cao Bang,VN,2021-09-17 21:44:40,22.6667,106.25,74.7,100,97,1.86
384,Kyaikkami,MM,2021-09-17 21:44:40,16.08,97.5675,78.6,87,100,8.72
385,Beysehir,TR,2021-09-17 21:44:40,37.6773,31.7246,58.05,55,0,3.89
386,Muros,ES,2021-09-17 21:44:41,42.7762,-9.0603,64.24,91,2,5.88
387,Juruti,BR,2021-09-17 21:44:41,-2.1522,-56.0922,86.34,50,31,4.18
388,Chamonix-Mont-Blanc,FR,2021-09-17 21:44:41,45.9238,6.8693,61.27,92,50,0.69
389,Te Anau,NZ,2021-09-17 21:44:42,-45.4167,167.7167,43.0,76,42,2.51
390,Guerrero Negro,MX,2021-09-17 21:42:36,27.9769,-114.0611,73.69,67,43,18.1
391,Kungurtug,RU,2021-09-17 21:44:42,50.5994,97.5228,41.41,75,11,1.68
392,San Juan Bautista,PE,2021-09-17 21:44:43,-14.0108,-75.7358,60.17,40,54,9.53
393,Tessalit,ML,2021-09-17 21:44:43,20.1986,1.0114,93.25,15,4,2.8
394,Sucre,BO,2021-09-17 21:44:44,-19.0333,-65.2627,68.32,37,13,12.35
395,Uthal,PK,2021-09-17 21:44:44,25.8072,66.6219,83.43,72,52,3.53
396,Kumluca,TR,2021-09-17 21:44:44,36.3703,30.2869,76.48,32,0,7.58
397,Ongandjera,NA,2021-09-17 21:44:45,-17.8833,15.0667,67.24,21,65,9.57
398,Katangli,RU,2021-09-17 21:44:45,51.7102,143.2326,57.67,75,44,12.08
399,Yarega,RU,2021-09-17 21:44:45,63.4354,53.5765,38.12,73,93,13.4
400,Ust-Tsilma,RU,2021-09-17 21:44:46,65.441,52.1498,37.58,84,93,10.51
401,Hailar,CN,2021-09-17 21:44:46,49.2,119.7,41.43,52,51,6.53
402,Zaysan,KZ,2021-09-17 21:44:46,47.4667,84.8667,61.25,23,80,5.91
403,Constitucion,CL,2021-09-17 21:40:06,-35.3333,-72.4167,55.45,75,93,14.0
404,Atbasar,KZ,2021-09-17 21:44:47,51.8,68.3333,48.74,48,100,12.5
405,Ati,TD,2021-09-17 21:44:47,13.2154,18.3353,85.3,54,97,10.6
406,Sarangani,PH,2021-09-17 21:44:48,5.4033,125.4636,79.86,75,100,1.14
407,Gaoua,BF,2021-09-17 21:44:48,10.2992,-3.2508,76.66,79,89,3.56
408,Yarada,IN,2021-09-17 21:44:48,17.65,83.2667,82.35,76,100,4.0
409,Boguchany,RU,2021-09-17 21:44:49,58.3814,97.4531,38.62,95,77,4.45
410,Makokou,GA,2021-09-17 21:44:49,0.5738,12.8642,70.99,97,93,3.02
411,Kruisfontein,ZA,2021-09-17 21:44:49,-34.0033,24.7314,49.89,86,16,3.27
412,Mogadishu,SO,2021-09-17 21:41:37,2.0371,45.3438,77.52,83,49,15.52
413,Cocula,MX,2021-09-17 21:44:50,20.3652,-103.8222,79.34,79,95,3.06
414,Kaukauna,US,2021-09-17 21:44:50,44.278,-88.272,79.16,66,100,5.99
415,Sabha,LY,2021-09-17 21:44:51,27.0377,14.4283,79.93,22,0,9.6
416,Uruzgan,AF,2021-09-17 21:44:51,32.8333,66.0,65.97,9,0,3.47
417,Khasan,RU,2021-09-17 21:44:52,42.4308,130.6434,59.27,87,0,5.26
418,Chazuta,PE,2021-09-17 21:44:52,-6.5742,-76.1367,84.7,60,33,1.97
419,Mariental,NA,2021-09-17 21:44:52,-24.6333,17.9667,60.62,19,1,10.87
420,Ondjiva,AO,2021-09-17 21:44:53,-17.0667,15.7333,73.63,18,3,12.62
421,Lazaro Cardenas,MX,2021-09-17 21:44:53,17.9583,-102.2,83.46,75,74,6.08
422,Bonthe,SL,2021-09-17 21:44:53,7.5264,-12.505,77.61,87,83,6.49
423,Sobolevo,RU,2021-09-17 21:44:54,54.4299,31.8996,40.62,74,96,15.03
424,Batagay-Alyta,RU,2021-09-17 21:44:54,67.8006,130.4114,33.28,92,100,9.73
425,Kalmunai,LK,2021-09-17 21:44:54,7.4167,81.8167,81.34,79,100,2.42
426,Tumut,AU,2021-09-17 21:44:55,-35.3,148.2167,54.66,96,100,6.31
427,Xinxiang,CN,2021-09-17 21:44:27,35.3089,113.8672,66.81,95,100,6.42
428,Tobol,KZ,2021-09-17 21:44:55,52.6844,62.5794,47.05,61,100,8.19
429,Vallenar,CL,2021-09-17 21:44:56,-28.5708,-70.7581,72.28,32,0,5.61
430,Jiujiang,CN,2021-09-17 21:42:58,29.7333,115.9833,69.84,80,2,5.55
431,Bolotnoye,RU,2021-09-17 21:44:56,55.6717,84.3981,48.7,91,100,9.57
432,Zhob,PK,2021-09-17 21:44:57,31.3411,69.4481,77.68,46,0,1.9
433,Linguere,SN,2021-09-17 21:44:57,15.3953,-15.1193,81.09,78,71,8.93
434,Blagoyevo,RU,2021-09-17 21:44:57,63.3667,47.9167,37.71,91,86,8.32
435,Santa Cruz,BO,2021-09-17 21:43:58,-17.8,-63.1667,91.72,27,5,11.23
436,Acapulco,MX,2021-09-17 21:42:34,16.8634,-99.8901,82.81,78,99,2.51
437,Yaan,NG,2021-09-17 21:44:58,7.3833,8.5667,74.41,93,98,3.98
438,Husavik,IS,2021-09-17 21:44:22,66.0449,-17.3389,46.24,77,100,6.91
439,Tra Vinh,VN,2021-09-17 21:44:59,9.9347,106.3453,76.17,92,92,2.42
440,La Marque,US,2021-09-17 21:44:59,29.3686,-94.9713,91.15,75,38,4.0
441,Santa Marta,CO,2021-09-17 21:45:00,11.2408,-74.199,91.35,76,35,13.82
442,Viedma,AR,2021-09-17 21:45:00,-40.8135,-62.9967,57.29,47,10,8.63
443,Thabazimbi,ZA,2021-09-17 21:45:00,-24.5917,27.4116,60.6,68,8,7.58
444,Mackay,AU,2021-09-17 21:41:59,-21.15,149.2,72.05,63,12,13.62
445,Kjopsvik,NO,2021-09-17 21:45:01,68.097,16.3742,49.17,87,59,8.12
446,Manaus,BR,2021-09-17 21:45:01,-3.1019,-60.025,80.55,77,88,4.79
447,Erzincan,TR,2021-09-17 21:45:02,39.75,39.5,57.06,74,51,4.61
448,Pangnirtung,CA,2021-09-17 21:44:33,66.1451,-65.7125,35.11,77,100,2.68
449,Vao,NC,2021-09-17 21:45:03,-22.6667,167.4833,67.44,58,1,15.86
450,Kavieng,PG,2021-09-17 21:45:04,-2.5744,150.7967,82.83,76,44,13.4
451,Lianran,CN,2021-09-17 21:45:04,24.9227,102.485,59.16,96,62,2.37
452,Le Pradet,FR,2021-09-17 21:45:04,43.1066,6.0172,70.68,76,6,13.71
453,Bardiyah,LY,2021-09-17 21:45:05,31.7561,25.0865,76.15,76,0,11.18
454,Mpika,ZM,2021-09-17 21:45:05,-11.8343,31.4529,67.73,36,6,6.22
455,Lujan,AR,2021-09-17 21:45:06,-34.5703,-59.105,66.94,62,0,8.57
456,Yulara,AU,2021-09-17 21:45:06,-25.2406,130.9889,54.41,30,0,13.85
457,Sao Filipe,CV,2021-09-17 21:45:06,14.8961,-24.4956,78.69,78,37,12.46
458,Padang,ID,2021-09-17 21:45:07,-0.9492,100.3543,76.89,87,94,2.66
459,Tigil,RU,2021-09-17 21:45:07,57.8,158.6667,50.67,75,100,5.23
460,Kpalime,TG,2021-09-17 21:45:08,6.9,0.6333,73.87,96,80,2.04
461,Ulaanbaatar,MN,2021-09-17 21:41:52,47.9077,106.8832,50.23,77,100,3.15
462,Oyama,JP,2021-09-17 21:45:08,36.3,139.8,72.66,95,100,9.28
463,Betamcherla,IN,2021-09-17 21:45:09,15.4667,78.1667,76.57,75,66,9.48
464,Kuminskiy,RU,2021-09-17 21:45:09,58.6667,66.5667,36.64,89,94,10.2
465,Dubti,ET,2021-09-17 21:45:09,11.7361,41.0853,92.03,28,8,12.95
466,Nalut,LY,2021-09-17 21:45:10,30.3333,10.85,80.26,19,0,10.56
467,Atasu,KZ,2021-09-17 21:45:10,48.6814,71.6433,46.13,86,0,5.82
468,Pangkalanbuun,ID,2021-09-17 21:45:10,-2.6833,111.6167,73.36,98,33,2.53
469,Balykshi,KZ,2021-09-17 21:45:11,47.0667,51.8667,54.3,43,1,7.49
470,Caravelas,BR,2021-09-17 21:40:11,-17.7125,-39.2481,70.29,69,0,6.08
471,Kentau,KZ,2021-09-17 21:45:11,43.5206,68.5094,72.16,25,29,4.72
472,Belmonte,BR,2021-09-17 21:45:12,-15.8631,-38.8828,70.84,70,2,7.74
473,Sarakhs,IR,2021-09-17 21:45:12,36.5449,61.1577,76.59,40,0,11.81
474,Isla Mujeres,MX,2021-09-17 21:45:12,21.2311,-86.731,82.71,83,100,11.23
475,Inta,RU,2021-09-17 21:45:13,66.0317,60.1659,36.57,95,100,25.05
476,Voh,NC,2021-09-17 21:45:13,-20.9667,164.7,71.64,49,0,9.84
477,Mackenzie,CA,2021-09-17 21:45:13,55.2999,-123.1698,41.41,98,100,5.32
478,Bac Lieu,VN,2021-09-17 21:45:14,9.285,105.7244,77.86,86,100,3.83
479,Avera,US,2021-09-17 21:45:14,33.194,-82.5271,84.7,57,63,6.78
480,Rudozem,BG,2021-09-17 21:43:29,41.4833,24.85,60.19,69,97,4.65
481,Langenburg,DE,2021-09-17 21:45:14,49.2544,9.8458,54.32,82,100,2.15
482,Boyolangu,ID,2021-09-17 21:45:15,-8.1181,111.8935,73.98,94,71,3.96
483,Sakakah,SA,2021-09-17 21:45:15,29.9697,40.2064,83.39,28,0,15.01
484,Bongandanga,CD,2021-09-17 21:45:16,1.5,21.05,70.32,83,74,2.42
485,Burnie,AU,2021-09-17 21:45:16,-41.0667,145.9167,54.91,88,86,17.11
486,Erenhot,CN,2021-09-17 21:45:16,43.6475,111.9767,62.24,37,34,8.5
487,Fairbanks,US,2021-09-17 21:40:45,64.8378,-147.7164,54.3,57,12,1.01
488,Boden,SE,2021-09-17 21:45:17,65.8252,21.6886,37.35,90,100,3.31
489,Talnakh,RU,2021-09-17 21:45:17,69.4865,88.3972,36.84,70,16,3.22
490,Grenaa,DK,2021-09-17 21:45:18,56.4158,10.8783,55.94,91,100,17.78
491,Pemba,MZ,2021-09-17 21:45:18,-12.974,40.5178,75.49,79,6,8.75
492,Joshimath,IN,2021-09-17 21:45:18,30.5667,79.5667,67.86,86,82,1.25
493,Kefar Shemaryahu,IL,2021-09-17 21:45:19,32.1856,34.8219,76.91,77,1,5.68
494,Pueblo Nuevo,MX,2021-09-17 21:45:19,23.3833,-105.3833,65.21,92,95,4.52
495,Port Hedland,AU,2021-09-17 21:45:20,-20.3167,118.5667,70.45,39,0,16.35
496,Tsuyama,JP,2021-09-17 21:45:20,35.05,134.0,72.9,96,71,4.52
497,Chunhuhub,MX,2021-09-17 21:45:20,19.55,-88.6833,91.58,48,99,6.71
498,Sharjah,AE,2021-09-17 21:41:34,25.3573,55.4033,86.29,67,2,1.7
499,Caucaia,BR,2021-09-17 21:45:21,-3.7361,-38.6531,80.04,76,3,11.05
500,Gamba,GA,2021-09-17 21:45:18,-2.65,10.0,75.45,89,100,9.44
501,Broome,US,2021-09-17 21:45:21,42.2506,-75.833,76.91,72,86,4.74
502,Bilma,NE,2021-09-17 21:45:22,18.6853,12.9164,91.62,15,0,9.24
503,Meulaboh,ID,2021-09-17 21:45:22,4.1363,96.1285,77.13,89,86,1.23
504,Tiznit,MA,2021-09-17 21:45:01,29.5833,-9.5,66.34,77,26,4.76
505,Yenagoa,NG,2021-09-17 21:45:22,4.9247,6.2642,75.65,94,91,3.27
506,Morgan City,US,2021-09-17 21:45:23,29.6994,-91.2068,86.0,75,50,10.54
507,Lompoc,US,2021-09-17 21:45:23,34.6391,-120.4579,73.53,61,11,5.01
508,Araouane,ML,2021-09-17 21:45:23,18.9048,-3.5265,99.27,19,52,3.04
509,Ratnagiri,IN,2021-09-17 21:45:24,16.9833,73.3,77.27,86,100,3.29
510,Nanchong,CN,2021-09-17 21:45:25,30.7951,106.0847,70.83,97,100,2.35
511,Maumere,ID,2021-09-17 21:45:25,-8.6199,122.2111,77.74,78,100,3.11
512,Lahat,ID,2021-09-17 21:45:25,-3.8,103.5333,71.91,89,6,2.28
513,Qaqortoq,GL,2021-09-17 21:45:26,60.7167,-46.0333,40.12,77,4,9.71
514,Tomatlan,MX,2021-09-17 21:45:26,19.9333,-105.25,84.81,74,100,7.11
515,Yelizovo,RU,2021-09-17 21:45:26,53.1873,158.3805,56.37,60,57,4.56
516,Tyulyachi,RU,2021-09-17 21:45:27,55.8913,50.2399,35.04,91,82,7.31
517,Karratha,AU,2021-09-17 21:44:44,-20.7377,116.8463,70.52,33,0,15.97
518,Wajima,JP,2021-09-17 21:45:27,37.4,136.9,72.01,92,100,4.47
519,Srostki,RU,2021-09-17 21:45:27,52.4189,85.7022,61.81,33,100,5.84
520,Bullhead City,US,2021-09-17 21:44:22,35.1478,-114.5683,99.93,18,18,15.01
521,Menongue,AO,2021-09-17 21:45:28,-14.6585,17.691,67.51,22,63,3.36
522,Micheweni,TZ,2021-09-17 21:45:28,-4.9667,39.8333,75.22,76,5,9.13
523,Teguldet,RU,2021-09-17 21:45:29,57.3064,88.1667,55.9,59,100,8.21
524,Khonsa,IN,2021-09-17 21:45:29,27.0167,95.5667,66.78,99,100,1.97
525,Dingle,PH,2021-09-17 21:45:29,10.9995,122.6711,74.98,94,100,3.02
526,Tazovskiy,RU,2021-09-17 21:45:30,67.4667,78.7,41.09,89,100,24.94
527,Penarroya-Pueblonuevo,ES,2021-09-17 21:45:30,38.3,-5.2667,70.45,50,67,3.83
528,Tamandare,BR,2021-09-17 21:45:31,-8.7597,-35.1047,74.19,86,41,11.21
529,San Juan Del Sur,NI,2021-09-17 21:45:31,11.2529,-85.8705,82.89,78,39,16.73
530,Tungor,RU,2021-09-17 21:45:31,53.3808,142.9564,57.02,78,100,16.96
531,Orahovac,XK,2021-09-17 21:45:32,42.3994,20.6547,64.83,73,98,4.74
532,Nyurba,RU,2021-09-17 21:45:32,63.2842,118.3319,38.82,59,99,8.25
533,Hagerstown,US,2021-09-17 21:42:54,39.6418,-77.72,81.12,74,47,3.0
534,Oyem,GA,2021-09-17 21:45:33,1.5995,11.5793,66.94,99,85,2.68
535,Tucuman,AR,2021-09-17 21:45:33,-26.8241,-65.2226,76.91,26,4,3.22
536,Port-Gentil,GA,2021-09-17 21:45:33,-0.7193,8.7815,77.92,84,100,14.12
537,Dali,CN,2021-09-17 21:45:34,25.7,100.1833,60.49,94,90,3.89
538,Ust-Kuyga,RU,2021-09-17 21:45:34,70.0167,135.6,32.72,91,100,13.6
539,The Valley,AI,2021-09-17 21:41:20,18.217,-63.0578,83.82,75,4,13.8
540,Sedona,US,2021-09-17 21:45:35,34.8697,-111.761,90.37,32,58,6.35
541,Ilhabela,BR,2021-09-17 21:45:35,-23.7781,-45.3581,68.95,94,97,10.6
542,Magadan,RU,2021-09-17 21:45:36,59.5667,150.8,47.84,94,100,21.18
543,Namibe,AO,2021-09-17 21:45:36,-15.1961,12.1522,62.06,88,50,7.34
544,Koshurnikovo,RU,2021-09-17 21:45:36,54.1667,93.3,43.45,90,20,3.78
545,Siva,EG,2021-09-17 21:45:37,29.2041,25.5195,77.4,42,0,9.89
546,Albania,AL,2021-09-17 21:43:41,41.0,20.0,73.24,56,56,5.01
547,Birjand,IR,2021-09-17 21:45:37,32.8663,59.2211,68.79,14,0,6.93
548,Novo Aripuana,BR,2021-09-17 21:45:38,-5.1206,-60.3797,82.71,63,89,3.69
549,Gillette,US,2021-09-17 21:45:38,44.2911,-105.5022,73.87,28,37,18.99
550,Tura,IN,2021-09-17 21:45:38,25.5198,90.2201,72.14,96,100,3.47
551,Yara,CU,2021-09-17 21:45:39,20.2753,-76.9533,90.68,57,80,3.11
552,Ponta Delgada,PT,2021-09-17 21:45:39,37.7333,-25.6667,67.98,77,92,7.52
553,Vagur,FO,2021-09-17 21:45:39,61.4732,-6.8119,51.87,86,53,16.06
554,Hukuntsi,BW,2021-09-17 21:45:40,-24.0,21.75,61.02,12,3,9.53
555,Fallon,US,2021-09-17 21:44:36,39.4735,-118.7774,87.93,13,0,4.47
556,Sagauli,IN,2021-09-17 21:45:40,26.7833,84.7333,75.51,95,100,5.26
557,Mormugao,IN,2021-09-17 21:45:40,15.4,73.8,77.43,83,94,2.04
558,Pemangkat,ID,2021-09-17 21:44:58,1.1667,108.9667,77.07,87,92,2.19
559,Kiboga,UG,2021-09-17 21:45:41,0.9161,31.7742,63.77,97,90,4.05
560,Moses Lake,US,2021-09-17 21:45:42,47.1301,-119.2781,70.29,21,100,2.71
561,Moerai,PF,2021-09-17 21:45:43,-22.4333,-151.3333,72.05,67,3,16.55
562,Golden,US,2021-09-17 21:41:17,39.7555,-105.2211,85.1,44,36,1.01
563,Altamira,BR,2021-09-17 21:45:43,-3.2033,-52.2064,75.25,87,60,7.34
564,Wanaka,NZ,2021-09-17 21:45:44,-44.7,169.15,41.11,71,53,1.01
565,Roebourne,AU,2021-09-17 21:45:44,-20.7833,117.1333,70.14,31,0,17.54
566,Goderich,CA,2021-09-17 21:45:45,43.7501,-81.7165,79.92,73,0,8.95
567,Atambua,ID,2021-09-17 21:44:48,-9.1061,124.8925,69.94,77,75,4.12
568,Jashpurnagar,IN,2021-09-17 21:45:45,22.9,84.15,69.26,99,100,2.91
569,Nandi Hills,KE,2021-09-17 21:45:46,0.1066,35.1838,53.73,94,91,3.13
570,Thunder Bay,CA,2021-09-17 21:45:46,48.4001,-89.3168,66.56,48,5,1.01
571,Tambo,PE,2021-09-17 21:45:46,-14.8,-73.9167,44.62,51,90,10.67
572,Fernley,US,2021-09-17 21:44:53,39.608,-119.2518,90.05,11,0,5.01
573,Svetlaya,RU,2021-09-17 21:45:47,46.5389,138.3297,58.17,69,0,3.98
574,Lyngseidet,NO,2021-09-17 21:45:47,69.5763,20.2189,43.23,85,24,13.4
575,San Carlos De Bariloche,AR,2021-09-17 21:43:39,-41.1456,-71.3082,43.68,76,26,10.18
576,Waddan,LY,2021-09-17 21:45:48,29.1614,16.139,79.34,31,0,10.31
577,Tingi,TZ,2021-09-17 21:45:48,-11.3,35.0333,67.77,49,28,3.78
578,Peniche,PT,2021-09-17 21:45:49,39.3558,-9.3811,67.28,86,53,19.53
579,Cassilandia,BR,2021-09-17 21:45:49,-19.1133,-51.7342,87.8,18,3,5.75
580,Sault Sainte Marie,CA,2021-09-17 21:41:05,46.5168,-84.3333,61.9,93,100,9.95
581,Isangel,VU,2021-09-17 21:45:42,-19.55,169.2667,71.64,79,100,18.41
582,Llanes,ES,2021-09-17 21:45:50,43.4198,-4.7549,64.87,82,100,13.51
583,Zlobin,HR,2021-09-17 21:45:50,45.2924,14.6541,57.16,74,74,6.26
584,Carutapera,BR,2021-09-17 21:45:50,-1.195,-46.02,76.32,90,13,6.62
585,Port Lincoln,AU,2021-09-17 21:44:11,-34.7333,135.8667,54.64,61,84,16.35
586,Porto Empedocle,IT,2021-09-17 21:45:51,37.2934,13.5264,72.25,76,74,7.56
587,Arzgir,RU,2021-09-17 21:45:51,45.3728,44.2206,57.31,53,95,6.42
588,Rosario,AR,2021-09-17 21:45:51,-32.9468,-60.6393,70.61,47,0,6.51
589,Kualakapuas,ID,2021-09-17 21:45:52,-3.0091,114.3876,73.27,96,69,2.37
590,Say,NE,2021-09-17 21:45:52,13.1007,2.3689,83.79,59,100,8.23
591,Mossendjo,CG,2021-09-17 21:45:52,-2.9506,12.7261,70.83,94,95,4.81
592,Palmer,US,2021-09-17 21:44:57,42.1584,-72.3287,72.63,77,78,1.01
593,Mount Isa,AU,2021-09-17 21:45:53,-20.7333,139.5,73.09,25,5,9.01
594,Rafaela,AR,2021-09-17 21:45:53,-31.2503,-61.4867,67.82,45,0,7.74
595,Bulgan,MN,2021-09-17 21:43:06,48.8125,103.5347,47.71,89,64,0.47
